comparison_scope,date,run_id,subject_id,condition,target_id,target_x_deg,target_y_deg,gaze_x_deg,gaze_y_deg,marker_windows,visual_nearest_target_id,visual_target_error_deg,visual_qc_cutoff_deg,visual_qc_status
Calib & Acc,2025_04_12,026,JH71,Calib & Acc,7,9.600000000000001,-5.400000000000001,9.782329300627133,-3.261612686056204,3,7,2.1461463785825394,6.609789983794532,included
Calib & Acc,2025_04_12,026,JH71,Calib & Acc,8,-21.0,-11.8125,-23.106474847240936,-11.121955224332,3,8,2.216774316267015,6.31868568380908,included
Calib & Acc,2025_04_12,026,JH71,Calib & Acc,9,21.0,-11.8125,20.373864908637618,-10.426615061814323,3,9,1.5207636945052634,7.903808475534857,included
Acc 10min,2025_04_11,001,CL98,Acc 10min,1,-21.0,11.8125,-12.38332,-4.978305000000001,1,6,18.87268679256944,6.364667618079143,target_mismatch
Acc 10min,2025_04_11,001,CL98,Acc 10min,5,0.0,-0.0,0.9781826086956521,8.201352717391304,1,5,8.259481073954728,6.3456149987827555,robust_centroid_outlier
Acc 10min,2025_04_11,001,CL98,Acc 10min,7,9.600000000000001,-5.400000000000001,8.819387096774193,-6.486728225806451,1,7,1.338033908930211,4.677871064780033,included
Acc 10min,2025_04_11,001,CL98,Acc 10min,8,-21.0,-11.8125,2.696640000000003,-14.49981,1,7,23.848529982489488,6.775425734516142,target_mismatch
Acc 10min,2025_04_11,004,LW03,Acc 10min,1,-21.0,11.8125,-23.118776398467435,14.609515431034483,3,1,3.5089184584637545,6.364667618079143,included
Acc 10min,2025_04_11,004,LW03,Acc 10min,2,21.0,11.8125,21.590260648278015,12.549117615708274,3,2,0.9439349260819443,6.272710911039567,included
Acc 10min,2025_04_11,004,LW03,Acc 10min,3,-10.2,5.7375,-11.966514926372156,8.82103985943775,3,3,3.5537013169140996,6.528293120964155,included
Acc 10min,2025_04_11,004,LW03,Acc 10min,4,9.600000000000001,5.7375,9.796914753764755,7.77600662202381,3,4,2.047995280337618,5.846243924085717,included
Acc 10min,2025_04_11,004,LW03,Acc 10min,5,0.0,-0.0,-0.843964387096774,-2.1872908548387096,3,5,2.3444652205457617,6.3456149987827555,included
Acc 10min,2025_04_11,004,LW03,Acc 10min,6,-10.2,-5.400000000000001,-10.700772151183953,-6.331933443760142,3,6,1.0579568474186647,4.400708116241657,included
Acc 10min,2025_04_11,004,LW03,Acc 10min,7,9.600000000000001,-5.400000000000001,8.860403850136725,-5.589598378567788,3,7,0.763511630591254,4.677871064780033,included
Acc 10min,2025_04_11,004,LW03,Acc 10min,8,-21.0,-11.8125,-21.38761773681458,-13.06139544591831,3,8,1.3076648441893473,6.775425734516142,included
Acc 10min,2025_04_11,004,LW03,Acc 10min,9,21.0,-11.8125,20.372262966133942,-12.10140545911815,3,9,0.6910283264781737,11.87721349152409,included
Acc 10min,2025_04_11,006,JL98,Acc 10min,1,-21.0,11.8125,-21.793182538878842,12.107137630877034,3,1,0.8461382118254185,6.364667618079143,included
Acc 10min,2025_04_11,006,JL98,Acc 10min,2,21.0,11.8125,18.692616134453782,13.204816638655464,3,2,2.6949148270882057,6.272710911039567,included
Acc 10min,2025_04_11,006,JL98,Acc 10min,3,-10.2,5.7375,-9.016634882135044,5.921163361381157,3,3,1.1975329776224808,6.528293120964155,included
